person,personLabel,location,birthyear,sitelinks
http://www.wikidata.org/entity/Q322434,Georg Abraham Schneider,Point(8.65 49.866666666),1770,9
http://www.wikidata.org/entity/Q327563,Elisabeth Dorothea of Hesse-Darmstadt,Point(8.65 49.866666666),1676,8
http://www.wikidata.org/entity/Q327616,Auguste Magdalene of Hessen-Darmstadt,Point(8.65 49.866666666),1657,12
http://www.wikidata.org/entity/Q442242,Sophia Eleonore of Hesse-Darmstadt,Point(8.65 49.866666666),1634,12
http://www.wikidata.org/entity/Q455525,John of Hesse-Braubach,Point(8.65 49.866666666),1609,10
http://www.wikidata.org/entity/Q455819,Sophie Marie of Hesse-Darmstadt,Point(8.65 49.866666666),1661,13
http://www.wikidata.org/entity/Q469975,Juliana of Hesse-Darmstadt,Point(8.65 49.866666666),1606,13
http://www.wikidata.org/entity/Q699444,Theodore of Corsica,Point(6.957777777 50.942222222),1694,18
http://www.wikidata.org/entity/Q702700,Joseph-Nicolas Robert-Fleury,Point(6.957777777 50.942222222),1797,16
http://www.wikidata.org/entity/Q105107,Friedrich Wilhelm Schulz,Point(8.65 49.866666666),1797,9
http://www.wikidata.org/entity/Q1413162,Petrus van Mastricht,Point(6.957777777 50.942222222),1630,6
http://www.wikidata.org/entity/Q75767,Valentin Rose,Point(13.383333333 52.516666666),1762,8
http://www.wikidata.org/entity/Q540532,Frederick of Hesse-Darmstadt,Point(8.65 49.866666666),1616,14
http://www.wikidata.org/entity/Q553628,"George III, Landgrave of Hesse-Itter",Point(8.65 49.866666666),1632,10
http://www.wikidata.org/entity/Q669773,Philip of Hesse-Darmstadt,Point(8.65 49.866666666),1671,14
http://www.wikidata.org/entity/Q689289,George of Hesse-Darmstadt,Point(8.65 49.866666666),1669,17
http://www.wikidata.org/entity/Q1297893,Egidius Mengelberg,Point(6.957777777 50.942222222),1770,6
http://www.wikidata.org/entity/Q100624,Friedrich Eberhard von Rochow,Point(13.383333333 52.516666666),1734,9
http://www.wikidata.org/entity/Q100766,Auguste Crelinger,Point(13.383333333 52.516666666),1795,6
http://www.wikidata.org/entity/Q105699,"Heinrich LXIII, Prince Reuss of Köstritz",Point(13.383333333 52.516666666),1786,12
http://www.wikidata.org/entity/Q106070,Philipp Friedrich Theodor Meckel,Point(13.383333333 52.516666666),1755,8
http://www.wikidata.org/entity/Q98808,Sophie Tieck,Point(13.383333333 52.516666666),1775,7
http://www.wikidata.org/entity/Q1959452,Karl Opperman,Point(8.65 49.866666666),1766,8
http://www.wikidata.org/entity/Q1337096,Prince Emil of Hesse-Darmstadt,Point(8.65 49.866666666),1790,7
http://www.wikidata.org/entity/Q1351297,Ludwig Georg Karl von Hessen-Darmstadt,Point(8.65 49.866666666),1749,6
http://www.wikidata.org/entity/Q115282,Prince Henry of Prussia,Point(13.383333333 52.516666666),1781,12
http://www.wikidata.org/entity/Q715230,Prince George William of Hesse-Darmstadt,Point(8.65 49.866666666),1722,23
http://www.wikidata.org/entity/Q829566,Friedrich von Hessen-Darmstadt,Point(8.65 49.866666666),1677,8
http://www.wikidata.org/entity/Q101957,Karoline von Woltmann,Point(13.383333333 52.516666666),1782,9
http://www.wikidata.org/entity/Q103021,Ludwig Gottfried Blanc,Point(13.383333333 52.516666666),1781,8
http://www.wikidata.org/entity/Q150652,Wilhelm I of Germany,Point(13.383333333 52.516666666),1797,85
http://www.wikidata.org/entity/Q152229,Friedrich Wilhelm II of Prussia,Point(13.383333333 52.516666666),1744,52
http://www.wikidata.org/entity/Q155914,Peter Simon Pallas,Point(13.383333333 52.516666666),1741,58
http://www.wikidata.org/entity/Q175880,Karl August Devrient,Point(13.383333333 52.516666666),1797,6
http://www.wikidata.org/entity/Q213658,Prince Augustus William of Prussia,Point(13.383333333 52.516666666),1722,28
http://www.wikidata.org/entity/Q213708,Prince Frederik of the Netherlands,Point(13.383333333 52.516666666),1797,26
http://www.wikidata.org/entity/Q213784,Friedrich Graf Kleist von Nollendorf,Point(13.383333333 52.516666666),1762,12
http://www.wikidata.org/entity/Q213955,Jakob Salomon Bartholdy,Point(13.383333333 52.516666666),1779,7
http://www.wikidata.org/entity/Q214001,Johann Christoph Friedrich Klug,Point(13.383333333 52.516666666),1775,13
http://www.wikidata.org/entity/Q214083,Heinrich Alexander von Arnim,Point(13.383333333 52.516666666),1798,10
http://www.wikidata.org/entity/Q214153,Karl Friedrich von Klöden,Point(13.383333333 52.516666666),1786,10
http://www.wikidata.org/entity/Q108074,Friedrich Wilhelm Barthold,Point(13.383333333 52.516666666),1799,7
http://www.wikidata.org/entity/Q108648,Carl Wilhelm Kolbe d. J.,Point(13.383333333 52.516666666),1781,7
http://www.wikidata.org/entity/Q108704,Johann Friedrich von Pfeiffer,Point(13.383333333 52.516666666),1718,8
http://www.wikidata.org/entity/Q104451,August Nathanael Grischow,Point(13.383333333 52.516666666),1726,6
http://www.wikidata.org/entity/Q122836,"Charles Frederick Albert, Margrave of Brandenburg-Schwedt",Point(13.383333333 52.516666666),1705,12
http://www.wikidata.org/entity/Q123361,Daniel Berger,Point(13.383333333 52.516666666),1744,7
http://www.wikidata.org/entity/Q133752,Princess Louise of Prussia,Point(13.383333333 52.516666666),1770,13
http://www.wikidata.org/entity/Q105013,Friedrich Wilhelm I of Prussia,Point(13.383333333 52.516666666),1688,57
http://www.wikidata.org/entity/Q110163,Carl Blum,Point(13.383333333 52.516666666),1786,8
http://www.wikidata.org/entity/Q110313,Paul Ernst Jablonski,Point(13.383333333 52.516666666),1693,8
http://www.wikidata.org/entity/Q118500,Karl Otto Ludwig von Arnim,Point(13.383333333 52.516666666),1779,6
http://www.wikidata.org/entity/Q119381,Gerlach Adolph von Münchhausen,Point(13.383333333 52.516666666),1688,6
http://www.wikidata.org/entity/Q9047,Gottfried Wilhelm Leibniz,Point(12.375 51.34),1646,190
http://www.wikidata.org/entity/Q57225,Johann Christoph Friedrich Bach,Point(12.375 51.34),1732,39
http://www.wikidata.org/entity/Q57225,Johann Christoph Friedrich Bach,Point(12.375 51.34),1732,39
http://www.wikidata.org/entity/Q57501,Christian Thomasius,Point(12.375 51.34),1655,35
http://www.wikidata.org/entity/Q58053,Ludwig Reichenbach,Point(12.375 51.34),1793,33
http://www.wikidata.org/entity/Q60997,Johann Christoph Denner,Point(12.375 51.34),1655,19
http://www.wikidata.org/entity/Q61813,Abraham Gotthelf Kästner,Point(12.375 51.34),1719,27
http://www.wikidata.org/entity/Q61894,Johann Albert Fabricius,Point(12.375 51.34),1668,17
http://www.wikidata.org/entity/Q3840475,Princess Luise of Hesse-Darmstadt,Point(8.65 49.866666666),1779,6
http://www.wikidata.org/entity/Q3840475,Princess Luise of Hesse-Darmstadt,Point(8.65 49.866666666),1779,6
http://www.wikidata.org/entity/Q1498117,Sibylle Mertens-Schaaffhausen,Point(6.957777777 50.942222222),1797,6
http://www.wikidata.org/entity/Q215584,Carl Friedrich Rungenhagen,Point(13.383333333 52.516666666),1778,11
http://www.wikidata.org/entity/Q215830,Ludwig Wilhelm Gilbert,Point(13.383333333 52.516666666),1769,18
http://www.wikidata.org/entity/Q215853,Christoph Friedrich Nicolai,Point(13.383333333 52.516666666),1733,22
http://www.wikidata.org/entity/Q234251,Louisa Ulrika of Prussia,Point(13.383333333 52.516666666),1720,32
http://www.wikidata.org/entity/Q237740,"Wilhelmine of Prussia, Margravine of Brandenburg-Bayreuth",Point(13.383333333 52.516666666),1709,28
http://www.wikidata.org/entity/Q237754,Anna Amalia of Prussia,Point(13.383333333 52.516666666),1723,23
http://www.wikidata.org/entity/Q260513,Landgravine Louise of Hesse-Darmstadt,Point(13.383333333 52.516666666),1757,21
http://www.wikidata.org/entity/Q213705,Johann Adolf Scheibe,Point(12.375 51.34),1708,19
http://www.wikidata.org/entity/Q215209,Friedrich Ludwig Meissner,Point(12.375 51.34),1796,6
http://www.wikidata.org/entity/Q215645,Karl Friedrich Burdach,Point(12.375 51.34),1776,21
http://www.wikidata.org/entity/Q216013,Christian Gottfried Körner,Point(12.375 51.34),1756,14
http://www.wikidata.org/entity/Q252265,Theodor Grotthuss,Point(12.375 51.34),1785,14
http://www.wikidata.org/entity/Q324653,Johann Gottlob Immanuel Breitkopf,Point(12.375 51.34),1719,8
http://www.wikidata.org/entity/Q541467,Karl Wilhelm Wach,Point(13.383333333 52.516666666),1787,11
http://www.wikidata.org/entity/Q77616,Johann Gottfried Jakob Hermann,Point(12.375 51.34),1772,17
http://www.wikidata.org/entity/Q78038,Georg Friedrich Treitschke,Point(12.375 51.34),1776,15
http://www.wikidata.org/entity/Q78246,Johann Friedrich Kind,Point(12.375 51.34),1768,10
http://www.wikidata.org/entity/Q84449,Johann Christian August Heinroth,Point(12.375 51.34),1773,9
http://www.wikidata.org/entity/Q84498,Friedrich Boerner,Point(12.375 51.34),1723,6
http://www.wikidata.org/entity/Q84978,Christian Daniel Beck,Point(12.375 51.34),1757,10
http://www.wikidata.org/entity/Q86317,Johann Heinrich Linck,Point(12.375 51.34),1674,7
http://www.wikidata.org/entity/Q86383,Christoph Friedrich Bretzner,Point(12.375 51.34),1748,6
http://www.wikidata.org/entity/Q86950,Johann Gottlob von Quandt,Point(12.375 51.34),1787,7
http://www.wikidata.org/entity/Q87099,Christiana Mariana von Ziegler,Point(12.375 51.34),1695,10
http://www.wikidata.org/entity/Q91179,Johannes Bohn,Point(12.375 51.34),1640,6
http://www.wikidata.org/entity/Q91839,Johann Benedict Carpzov II,Point(12.375 51.34),1639,9
http://www.wikidata.org/entity/Q92043,Anna Katharina Schönkopf,Point(12.375 51.34),1746,6
http://www.wikidata.org/entity/Q92345,Ernst Platner,Point(12.375 51.34),1744,6
http://www.wikidata.org/entity/Q92525,Gottfried Wilhelm Becker,Point(12.375 51.34),1778,6
http://www.wikidata.org/entity/Q96020,Johann Carl Friedrich Dauthe,Point(12.375 51.34),1746,6
http://www.wikidata.org/entity/Q96089,Georg Matthias Bose,Point(12.375 51.34),1710,9
http://www.wikidata.org/entity/Q361641,Adolf Friedrich Harper,Point(13.383333333 52.516666666),1725,6
http://www.wikidata.org/entity/Q371825,Johann Christoph Pepusch,Point(13.383333333 52.516666666),1667,24
http://www.wikidata.org/entity/Q433010,Margravine Louise Charlotte of Brandenburg,Point(13.383333333 52.516666666),1617,20
http://www.wikidata.org/entity/Q264644,Hedwig Sophie of Brandenburg,Point(13.383333333 52.516666666),1623,21
http://www.wikidata.org/entity/Q269405,Princess Luise Dorothea of Prussia,Point(13.383333333 52.516666666),1680,21
http://www.wikidata.org/entity/Q1190508,P. D. Q. Bach,Point(12.375 51.34),1742,10
http://www.wikidata.org/entity/Q631168,Ludwig Immanuel Magnus,Point(13.383333333 52.516666666),1790,6
http://www.wikidata.org/entity/Q638391,Johann Sebastian Bach,Point(13.383333333 52.516666666),1748,14
http://www.wikidata.org/entity/Q643868,Friedrich Ancillon,Point(13.383333333 52.516666666),1767,15
